code,emis_code,region,zone,woreda,school_name,SubmissionDate,starttime,endtime,surveyday,deviceid,assent,student_id,note_no_consent,A1,A2,A3,A4,A5,A6,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_97,A6_other,A7,A8,A9,A9_1,A9_2,A9_97,A9_other,A10_1,A10_2,A10_3,A10_4,A10_5,A10_6,A11,B1_1,B1_2,B1_3,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B6,B7_1,B7_2,B7_3,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B10,B10_1,B10_2,B10_3,B10_4,B10_5,B10_6,B10_97,B10_other,B11,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,C1,C2,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_97,C2_otherfamily,C2_other,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_9,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6,D1,D2,D3,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D5,D6,D7,D8,D9,D10_1,D10_2,E1,E2,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E2_8,E2_97,E2_other,E3_1,E3_2,E3_3,instanceID,formdef_version,KEY,consentgroup[1]/SectionC[1]/C3[1]/C3_7,consentgroup[1]/SectionC[1]/C3[1]/C3_8,consentgroup[1]/SectionB[1]/B9[1]/B9_7,consentgroup[1]/SectionC[1]/C7,consentgroup[1]/SectionE[1]/E4[1]/E4_1,consentgroup[1]/SectionE[1]/E4[1]/E4_2,consentgroup[1]/SectionE[1]/E4[1]/E4_3,consentgroup[1]/SectionE[1]/E4[1]/E4_4,consentgroup[1]/SectionE[1]/E4[1]/E4_5,consentgroup[1]/SectionE[1]/E5[1]/E5_1,consentgroup[1]/SectionE[1]/E5[1]/E5_2,consentgroup[1]/SectionE[1]/E5[1]/E5_3,consentgroup[1]/SectionE[1]/E6[1]/E6_1,consentgroup[1]/SectionE[1]/E6[1]/E6_2,consentgroup[1]/SectionE[1]/E6[1]/E6_3,consentgroup[1]/SectionE[1]/E6[1]/E6_4,consentgroup[1]/SectionE[1]/E6[1]/E6_5,consentgroup[1]/SectionE[1]/E7[1]/E7_1,consentgroup[1]/SectionE[1]/E7[1]/E7_2,consentgroup[1]/SectionE[1]/E7[1]/E7_3,consentgroup[1]/SectionE[1]/E7[1]/E7_4,consentgroup[1]/SectionE[1]/E7[1]/E7_5,consentgroup[1]/SectionE[1]/E7[1]/E7_6
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:01:22 PM","12/10/2025, 11:19:54 AM","12/10/2025, 6:00:17 PM",12/10/2025,6cd4eced41301dbb,1,S24207,NA,2,14,4,1,12,1 2 7,1,1,0,0,0,0,1,0,NA,10,2,1 2,1,1,0,NA,5,5,5,5,5,4,5,5,4,5,1,4,4,5,5,5,1,4,4,5,1,0,0,0,0,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,0,0,0,1,0,0,0,NA,1,1,4,4,1,5,1,1,97,0,0,0,0,0,0,0,0,1,NA,Like student kalid Bashir top the 2017 year,5,3,4,5,1,5,5,3,4,2,4,1,4,1,3,0,0,NA,1,1,1,1,1,0,0,0,0,1,3,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,uuid:60757b65-e81b-4a25-9fda-6f6bf53188bb,2512040815,uuid:60757b65-e81b-4a25-9fda-6f6bf53188bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:01:22 PM","12/10/2025, 11:43:57 AM","12/10/2025, 6:04:08 PM",12/10/2025,6cd4eced41301dbb,1,S24208,NA,2,13,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,10,2,1 2,1,1,0,NA,5,5,5,5,5,5,5,5,5,5,1,4,4,5,5,5,1,4,5,4,1,0,0,0,0,5,4,5,4,5,4,4,5,4,5,4,5,5,4,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,4,1,1,8,0,0,0,0,0,0,0,1,0,Uncle,NA,5,5,2,1,1,5,5,3,5,1,4,1,4,1,3,1,0,NA,0,1,1,1,1,0,0,0,0,1,2,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,uuid:06164e06-fd37-407b-a094-4e0842e115d2,2512040815,uuid:06164e06-fd37-407b-a094-4e0842e115d2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:46:24 PM","12/10/2025, 11:30:05 AM","12/10/2025, 5:49:55 PM",12/10/2025,78b63b5b10d7e676,1,S24204,NA,2,18,4,1,11,1 2 7,1,1,0,0,0,0,1,0,NA,9,2,1 2,1,1,0,NA,5,5,4,3,2,3,5,5,5,4,2,4,4,4,4,4,3,4,4,4,2,1,1,2,0,4,5,4,4,5,4,4,5,4,5,4,5,5,4,1 2,1,1,0,0,0,0,0,NA,1,2,4,5,1,3,1,1,3,0,0,1,0,0,0,0,0,0,NA,NA,3,3,4,4,1,5,5,3,4,1,5,1,3,4,3,1,0,NA,0,1,1,1,1,0,0,0,0,1,2,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,uuid:30402609-2207-425a-aa50-07bc97e993eb,2512040815,uuid:30402609-2207-425a-aa50-07bc97e993eb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:46:27 PM","12/10/2025, 11:06:11 AM","12/10/2025, 5:49:28 PM",12/10/2025,78b63b5b10d7e676,1,S24203,NA,1,15,4,1,10,1 2 7,1,1,0,0,0,0,1,0,NA,13,2,1 2,1,1,0,NA,4,5,4,5,4,4,5,5,5,4,1,4,4,5,4,4,3,5,5,4,2,1,0,1,0,4,4,2,4,5,5,4,5,4,5,3,5,4,4,1,1,0,0,0,0,0,0,NA,1,1,1,3,1,4,1,1,2,0,1,0,0,0,0,0,0,0,NA,NA,3,2,3,3,1,4,4,3,4,1,4,1,5,5,3,1,0,NA,1,1,1,1,1,1,0,0,0,1,3,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,uuid:fb3985b5-b8cd-4f33-93c2-fbb52b5ebdfd,2512040815,uuid:fb3985b5-b8cd-4f33-93c2-fbb52b5ebdfd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:46:27 PM","12/10/2025, 10:42:35 AM","12/10/2025, 5:49:11 PM",12/10/2025,78b63b5b10d7e676,1,S24202,NA,1,18,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,1 2,1,1,0,NA,5,5,4,4,3,4,5,5,4,4,1,4,4,4,4,4,3,4,3,4,1,1,0,1,0,5,4,4,4,5,5,4,5,4,4,4,5,4,4,1 2,1,1,0,0,0,0,0,NA,1,1,4,5,1,999,1,1,2,0,1,0,0,0,0,0,0,0,NA,NA,5,3,1,4,1,5,5,3,4,1,5,1,4,5,3,1,0,NA,1,1,1,1,1,0,0,0,0,1,1,0,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,uuid:8abcdfac-d374-4c6e-88b3-e1701e0bdf1a,2512040815,uuid:8abcdfac-d374-4c6e-88b3-e1701e0bdf1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82362,S0401060022,OROMIA,Arsii Lixaa,dodolaa,tulluu seerofta,"12/10/2025, 6:46:28 PM","12/10/2025, 10:21:07 AM","12/10/2025, 5:48:20 PM",12/10/2025,78b63b5b10d7e676,1,S24201,NA,2,14,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,1 2,1,1,0,NA,4,5,4,5,2,3,5,5,5,4,2,4,4,3,4,3,3,4,4,4,1,1,0,1,0,4,4,4,4,5,5,4,4,3,4,4,4,3,4,4,0,0,0,1,0,0,0,NA,1,1,4,3,1,4,1,1,7,0,0,0,0,0,0,1,0,0,NA,NA,5,3,1,3,1,5,5,3,4,2,5,1,4,4,3,1,0,NA,1,1,1,1,1,0,0,0,0,1,3,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:41962590-24c1-4544-ac69-68e38cd7882b,2512040815,uuid:41962590-24c1-4544-ac69-68e38cd7882b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82870,S0401110142,OROMIA,Arsii Lixaa,nansaboo,amshiiqqaa qurxummii,"12/9/2025, 5:34:53 PM","12/9/2025, 10:36:32 AM","12/9/2025, 5:30:52 PM",12/9/2025,be940800bcbddadd,1,S20201,NA,1,18,4,1,5,1 7,1,0,0,0,0,0,1,0,NA,10,1,2,0,1,0,NA,5,5,4,5,3,4,5,5,5,5,1,4,4,3,4,4,4,5,4,4,1,1,0,2,0,3,4,4,3,3,4,4,4,3,4,4,5,4,5,1,1,0,0,0,0,0,0,NA,1,1,4,4,1,4,1,1,7,0,0,0,0,0,0,1,0,0,NA,NA,5,4,1,4,1,5,5,3,4,1,4,1,4,4,3,1,NA,NA,1,1,1,1,1,0,0,0,0,1,2,0,2,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:445eeb89-4250-4695-8b7b-75aa1964f3fc,2512030725,uuid:445eeb89-4250-4695-8b7b-75aa1964f3fc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82870,S0401110142,OROMIA,Arsii Lixaa,nansaboo,amshiiqqaa qurxummii,"12/9/2025, 5:34:54 PM","12/9/2025, 11:00:49 AM","12/9/2025, 5:31:05 PM",12/9/2025,be940800bcbddadd,1,S20202,NA,2,14,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,5,2,1,1,0,0,NA,4,4,4,5,3,3,5,4,5,4,2,4,4,4,4,4,3,3,4,4,2,1,0,2,1,4,3,5,3,4,3,4,4,3,4,4,4,4,4,1,1,0,0,0,0,0,0,NA,1,1,1,4,1,3,1,1,97,0,0,0,0,0,0,0,0,1,NA,Hiriyya koo,3,3,4,4,1,4,5,3,4,2,4,1,4,5,3,1,0,NA,1,1,1,1,1,0,0,0,0,1,2,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,uuid:6a39bb34-3050-4108-ade3-3c3dc955ac5c,2512030725,uuid:6a39bb34-3050-4108-ade3-3c3dc955ac5c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82870,S0401110142,OROMIA,Arsii Lixaa,nansaboo,amshiiqqaa qurxummii,"12/9/2025, 5:34:56 PM","12/9/2025, 11:23:20 AM","12/9/2025, 5:31:26 PM",12/9/2025,be940800bcbddadd,1,S20203,NA,1,14,4,1,8,1 2 7,1,1,0,0,0,0,1,0,NA,5,3,1 2,1,1,0,NA,4,5,5,5,3,4,5,5,4,4,1,4,4,4,4,4,3,3,4,4,1,1,0,1,0,4,4,5,3,4,4,5,5,4,5,4,4,4,4,2,0,1,0,0,0,0,0,NA,1,1,4,5,1,4,1,1,2,0,1,0,0,0,0,0,0,0,NA,NA,5,4,3,4,1,5,5,3,5,1,4,1,4,5,3,1,1,NA,1,1,1,1,1,1,1,1,1,1,5,0,3,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:eb458e65-6a50-4d12-b2ee-024547a570c4,2512030725,uuid:eb458e65-6a50-4d12-b2ee-024547a570c4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82870,S0401110142,OROMIA,Arsii Lixaa,nansaboo,amshiiqqaa qurxummii,"12/9/2025, 5:36:36 PM","12/9/2025, 11:46:37 AM","12/9/2025, 5:31:17 PM",12/9/2025,be940800bcbddadd,1,S20204,NA,2,17,4,1,7,1 2 7,1,1,0,0,0,0,1,0,NA,6,2,1 2,1,1,0,NA,5,5,4,5,3,4,5,5,4,4,1,4,4,4,4,3,3,4,4,4,1,1,0,1,0,4,3,4,4,4,5,4,4,4,4,4,5,4,4,2,0,1,0,0,0,0,0,NA,1,1,3,5,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,1,4,5,3,4,1,4,1,5,5,3,1,1,NA,1,1,1,1,1,0,0,0,0,1,3,0,3,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,uuid:2e60fda8-aaec-45c8-bdea-d0a00f77b90e,2512030725,uuid:2e60fda8-aaec-45c8-bdea-d0a00f77b90e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
